"Plot Title: 20947454"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20947454, SEN S/N: 20947454)","Intensity, lum/ft² (LGR S/N: 20947454, SEN S/N: 20947454)","Coupler Attached (LGR S/N: 20947454)","Coupler Detached (LGR S/N: 20947454)","Host Connected (LGR S/N: 20947454)","End Of File (LGR S/N: 20947454)"
5755,12/28/20 07:30:00 AM,32.218,0.0,,,,
5756,12/28/20 07:45:00 AM,32.218,0.0,,,,
5757,12/28/20 08:00:00 AM,32.218,0.0,,,,
5758,12/28/20 08:15:00 AM,32.218,0.0,,,,
5759,12/28/20 08:30:00 AM,32.218,0.0,,,,
5760,12/28/20 08:45:00 AM,32.218,1.0,,,,
5761,12/28/20 09:00:00 AM,32.218,4.0,,,,
5762,12/28/20 09:15:00 AM,32.218,4.0,,,,
5763,12/28/20 09:30:00 AM,32.218,4.0,,,,
5764,12/28/20 09:45:00 AM,32.218,12.0,,,,
5765,12/28/20 10:00:00 AM,32.218,8.0,,,,
5766,12/28/20 10:15:00 AM,32.218,11.0,,,,
5767,12/28/20 10:30:00 AM,32.218,13.0,,,,
5768,12/28/20 10:45:00 AM,32.218,19.0,,,,
5769,12/28/20 11:00:00 AM,32.218,47.0,,,,
5770,12/28/20 11:15:00 AM,32.218,18.0,,,,
5771,12/28/20 11:30:00 AM,32.218,24.0,,,,
5772,12/28/20 11:45:00 AM,32.418,65.0,,,,
5773,12/28/20 12:00:00 PM,32.418,78.0,,,,
5774,12/28/20 12:15:00 PM,32.418,58.0,,,,
5775,12/28/20 12:30:00 PM,32.418,40.0,,,,
5776,12/28/20 12:45:00 PM,32.418,63.0,,,,
5777,12/28/20 01:00:00 PM,32.418,34.0,,,,
5778,12/28/20 01:15:00 PM,32.418,36.0,,,,
5779,12/28/20 01:30:00 PM,32.418,47.0,,,,
5780,12/28/20 01:45:00 PM,32.418,79.0,,,,
5781,12/28/20 02:00:00 PM,32.418,34.0,,,,
5782,12/28/20 02:15:00 PM,32.418,30.0,,,,
5783,12/28/20 02:30:00 PM,32.418,35.0,,,,
5784,12/28/20 02:45:00 PM,32.418,25.0,,,,
5785,12/28/20 03:00:00 PM,32.418,17.0,,,,
5786,12/28/20 03:15:00 PM,32.418,22.0,,,,
5787,12/28/20 03:30:00 PM,32.418,79.0,,,,
5788,12/28/20 03:45:00 PM,32.418,26.0,,,,
5789,12/28/20 04:00:00 PM,32.418,22.0,,,,
5790,12/28/20 04:15:00 PM,32.418,16.0,,,,
5791,12/28/20 04:30:00 PM,32.418,12.0,,,,
5792,12/28/20 04:45:00 PM,32.418,10.0,,,,
5793,12/28/20 05:00:00 PM,32.418,6.0,,,,
5794,12/28/20 05:15:00 PM,32.418,5.0,,,,
5795,12/28/20 05:30:00 PM,32.418,0.0,,,,
5796,12/28/20 05:45:00 PM,32.418,0.0,,,,
5797,12/28/20 06:00:00 PM,32.418,0.0,,,,
5798,12/28/20 06:15:00 PM,32.418,0.0,,,,
5799,12/28/20 06:30:00 PM,32.418,0.0,,,,
5800,12/28/20 06:45:00 PM,32.418,0.0,,,,
5801,12/28/20 07:00:00 PM,32.418,0.0,,,,
5802,12/28/20 07:15:00 PM,32.418,0.0,,,,
5803,12/28/20 07:30:00 PM,32.418,0.0,,,,
5804,12/28/20 07:45:00 PM,32.418,0.0,,,,
5805,12/28/20 08:00:00 PM,32.418,0.0,,,,
5806,12/28/20 08:15:00 PM,32.418,0.0,,,,
5807,12/28/20 08:30:00 PM,32.418,0.0,,,,
5808,12/28/20 08:45:00 PM,32.418,0.0,,,,
5809,12/28/20 09:00:00 PM,32.418,0.0,,,,
5810,12/28/20 09:15:00 PM,32.418,0.0,,,,
5811,12/28/20 09:30:00 PM,32.418,0.0,,,,
5812,12/28/20 09:45:00 PM,32.418,0.0,,,,
5813,12/28/20 10:00:00 PM,32.418,0.0,,,,
5814,12/28/20 10:15:00 PM,32.218,0.0,,,,
5815,12/28/20 10:30:00 PM,32.218,0.0,,,,
5816,12/28/20 10:45:00 PM,32.218,0.0,,,,
5817,12/28/20 11:00:00 PM,32.218,0.0,,,,
5818,12/28/20 11:15:00 PM,32.218,0.0,,,,
5819,12/28/20 11:30:00 PM,32.018,0.0,,,,
5820,12/28/20 11:45:00 PM,32.018,0.0,,,,
5821,12/29/20 12:00:00 AM,32.018,0.0,,,,
5822,12/29/20 12:15:00 AM,32.018,0.0,,,,
5823,12/29/20 12:30:00 AM,32.018,0.0,,,,
5824,12/29/20 12:45:00 AM,31.816,0.0,,,,
5825,12/29/20 01:00:00 AM,31.816,0.0,,,,
5826,12/29/20 01:15:00 AM,31.816,0.0,,,,
5827,12/29/20 01:30:00 AM,31.816,0.0,,,,
5828,12/29/20 01:45:00 AM,31.816,0.0,,,,
5829,12/29/20 02:00:00 AM,31.816,0.0,,,,
5830,12/29/20 02:15:00 AM,31.816,0.0,,,,
5831,12/29/20 02:30:00 AM,31.816,0.0,,,,
5832,12/29/20 02:45:00 AM,31.617,0.0,,,,
5833,12/29/20 03:00:00 AM,31.617,0.0,,,,
5834,12/29/20 03:15:00 AM,31.617,0.0,,,,
5835,12/29/20 03:30:00 AM,31.617,0.0,,,,
5836,12/29/20 03:45:00 AM,31.617,0.0,,,,
5837,12/29/20 04:00:00 AM,31.617,0.0,,,,
5838,12/29/20 04:15:00 AM,31.617,0.0,,,,
5839,12/29/20 04:30:00 AM,31.617,0.0,,,,
5840,12/29/20 04:45:00 AM,31.617,0.0,,,,
5841,12/29/20 05:00:00 AM,31.617,0.0,,,,
5842,12/29/20 05:15:00 AM,31.617,0.0,,,,
5843,12/29/20 05:30:00 AM,31.617,0.0,,,,
5844,12/29/20 05:45:00 AM,31.617,0.0,,,,
5845,12/29/20 06:00:00 AM,31.617,0.0,,,,
5846,12/29/20 06:15:00 AM,31.617,0.0,,,,
5847,12/29/20 06:30:00 AM,31.617,0.0,,,,
5848,12/29/20 06:45:00 AM,31.617,0.0,,,,
5849,12/29/20 07:00:00 AM,31.617,0.0,,,,
5850,12/29/20 07:15:00 AM,31.617,0.0,,,,
5851,12/29/20 07:30:00 AM,31.617,0.0,,,,
5852,12/29/20 07:45:00 AM,31.617,0.0,,,,
5853,12/29/20 08:00:00 AM,31.415,0.0,,,,
5854,12/29/20 08:15:00 AM,31.415,0.0,,,,
5855,12/29/20 08:30:00 AM,31.415,1.0,,,,
5856,12/29/20 08:45:00 AM,31.415,2.0,,,,
5857,12/29/20 09:00:00 AM,31.415,2.0,,,,
5858,12/29/20 09:15:00 AM,31.415,5.0,,,,
5859,12/29/20 09:30:00 AM,31.415,14.0,,,,
5860,12/29/20 09:45:00 AM,31.415,16.0,,,,
5861,12/29/20 10:00:00 AM,31.617,17.0,,,,
5862,12/29/20 10:15:00 AM,31.617,19.0,,,,
5863,12/29/20 10:30:00 AM,31.617,17.0,,,,
5864,12/29/20 10:45:00 AM,31.617,43.0,,,,
5865,12/29/20 11:00:00 AM,31.816,85.0,,,,
5866,12/29/20 11:15:00 AM,32.018,27.0,,,,
5867,12/29/20 11:30:00 AM,32.018,112.0,,,,
5868,12/29/20 11:45:00 AM,32.218,126.0,,,,
5869,12/29/20 12:00:00 PM,32.418,103.0,,,,
5870,12/29/20 12:15:00 PM,32.418,68.0,,,,
5871,12/29/20 12:30:00 PM,32.418,27.0,,,,
5872,12/29/20 12:45:00 PM,32.418,90.0,,,,
5873,12/29/20 01:00:00 PM,32.418,152.0,,,,
5874,12/29/20 01:15:00 PM,32.418,21.0,,,,
5875,12/29/20 01:30:00 PM,32.418,22.0,,,,
5876,12/29/20 01:45:00 PM,32.418,216.0,,,,
5877,12/29/20 02:00:00 PM,32.418,20.0,,,,
5878,12/29/20 02:15:00 PM,32.418,68.0,,,,
5879,12/29/20 02:30:00 PM,32.418,85.0,,,,
5880,12/29/20 02:45:00 PM,32.418,20.0,,,,
5881,12/29/20 03:00:00 PM,32.418,22.0,,,,
5882,12/29/20 03:15:00 PM,32.418,152.0,,,,
5883,12/29/20 03:30:00 PM,32.617,176.0,,,,
5884,12/29/20 03:45:00 PM,32.418,109.0,,,,
5885,12/29/20 04:00:00 PM,32.418,37.0,,,,
5886,12/29/20 04:15:00 PM,32.418,43.0,,,,
5887,12/29/20 04:30:00 PM,32.418,73.0,,,,
5888,12/29/20 04:45:00 PM,32.418,19.0,,,,
5889,12/29/20 05:00:00 PM,32.418,36.0,,,,
5890,12/29/20 05:15:00 PM,32.418,9.0,,,,
5891,12/29/20 05:30:00 PM,32.418,2.0,,,,
5892,12/29/20 05:45:00 PM,32.418,0.0,,,,
5893,12/29/20 06:00:00 PM,32.418,0.0,,,,
5894,12/29/20 06:15:00 PM,32.418,0.0,,,,
5895,12/29/20 06:30:00 PM,32.418,0.0,,,,
5896,12/29/20 06:45:00 PM,32.418,0.0,,,,
5897,12/29/20 07:00:00 PM,32.218,0.0,,,,
5898,12/29/20 07:15:00 PM,32.218,0.0,,,,
5899,12/29/20 07:30:00 PM,32.018,0.0,,,,
5900,12/29/20 07:45:00 PM,31.816,0.0,,,,
5901,12/29/20 08:00:00 PM,31.617,0.0,,,,
5902,12/29/20 08:15:00 PM,31.617,0.0,,,,
5903,12/29/20 08:30:00 PM,31.617,0.0,,,,
5904,12/29/20 08:45:00 PM,31.415,0.0,,,,
5905,12/29/20 09:00:00 PM,31.415,0.0,,,,
5906,12/29/20 09:15:00 PM,31.415,0.0,,,,
5907,12/29/20 09:30:00 PM,31.213,0.0,,,,
5908,12/29/20 09:45:00 PM,31.213,0.0,,,,
5909,12/29/20 10:00:00 PM,31.213,0.0,,,,
5910,12/29/20 10:15:00 PM,31.213,0.0,,,,
5911,12/29/20 10:30:00 PM,31.213,0.0,,,,
5912,12/29/20 10:45:00 PM,31.213,0.0,,,,
5913,12/29/20 11:00:00 PM,31.012,0.0,,,,
5914,12/29/20 11:15:00 PM,31.012,0.0,,,,
5915,12/29/20 11:30:00 PM,31.012,0.0,,,,
5916,12/29/20 11:45:00 PM,31.012,0.0,,,,
5917,12/30/20 12:00:00 AM,31.012,0.0,,,,
5918,12/30/20 12:15:00 AM,31.012,0.0,,,,
5919,12/30/20 12:30:00 AM,31.012,0.0,,,,
5920,12/30/20 12:45:00 AM,31.012,0.0,,,,
5921,12/30/20 01:00:00 AM,31.012,0.0,,,,
5922,12/30/20 01:15:00 AM,31.012,0.0,,,,
5923,12/30/20 01:30:00 AM,31.012,0.0,,,,
5924,12/30/20 01:45:00 AM,31.012,0.0,,,,
5925,12/30/20 02:00:00 AM,30.808,0.0,,,,
5926,12/30/20 02:15:00 AM,31.012,0.0,,,,
5927,12/30/20 02:30:00 AM,31.012,0.0,,,,
5928,12/30/20 02:45:00 AM,30.808,0.0,,,,
5929,12/30/20 03:00:00 AM,30.808,0.0,,,,
5930,12/30/20 03:15:00 AM,30.808,0.0,,,,
5931,12/30/20 03:30:00 AM,30.808,0.0,,,,
5932,12/30/20 03:45:00 AM,30.808,0.0,,,,
5933,12/30/20 04:00:00 AM,30.808,0.0,,,,
5934,12/30/20 04:15:00 AM,30.808,0.0,,,,
5935,12/30/20 04:30:00 AM,30.808,0.0,,,,
5936,12/30/20 04:45:00 AM,30.808,0.0,,,,
5937,12/30/20 05:00:00 AM,30.808,0.0,,,,
5938,12/30/20 05:15:00 AM,30.808,0.0,,,,
5939,12/30/20 05:30:00 AM,30.808,0.0,,,,
5940,12/30/20 05:45:00 AM,30.808,0.0,,,,
5941,12/30/20 06:00:00 AM,30.808,0.0,,,,
5942,12/30/20 06:15:00 AM,30.808,0.0,,,,
5943,12/30/20 06:30:00 AM,30.808,0.0,,,,
5944,12/30/20 06:45:00 AM,30.607,0.0,,,,
5945,12/30/20 07:00:00 AM,30.607,0.0,,,,
5946,12/30/20 07:15:00 AM,30.607,0.0,,,,
5947,12/30/20 07:30:00 AM,30.607,0.0,,,,
5948,12/30/20 07:45:00 AM,30.607,0.0,,,,
5949,12/30/20 08:00:00 AM,30.607,0.0,,,,
5950,12/30/20 08:15:00 AM,30.808,0.0,,,,
5951,12/30/20 08:30:00 AM,30.808,2.0,,,,
5952,12/30/20 08:45:00 AM,30.808,7.0,,,,
5953,12/30/20 09:00:00 AM,30.808,10.0,,,,
5954,12/30/20 09:15:00 AM,30.808,8.0,,,,
5955,12/30/20 09:30:00 AM,31.012,17.0,,,,
5956,12/30/20 09:45:00 AM,31.012,25.0,,,,
5957,12/30/20 10:00:00 AM,31.012,28.0,,,,
5958,12/30/20 10:15:00 AM,31.213,39.0,,,,
5959,12/30/20 10:30:00 AM,31.213,32.0,,,,
5960,12/30/20 10:45:00 AM,31.415,99.0,,,,
5961,12/30/20 11:00:00 AM,31.617,108.0,,,,
5962,12/30/20 11:15:00 AM,32.018,89.0,,,,
5963,12/30/20 11:30:00 AM,32.018,97.0,,,,
5964,12/30/20 11:45:00 AM,32.218,128.0,,,,
5965,12/30/20 12:00:00 PM,32.218,77.0,,,,
5966,12/30/20 12:15:00 PM,32.418,176.0,,,,
5967,12/30/20 12:30:00 PM,32.418,84.0,,,,
5968,12/30/20 12:45:00 PM,32.418,112.0,,,,
5969,12/30/20 01:00:00 PM,32.418,73.0,,,,
5970,12/30/20 01:15:00 PM,32.418,87.0,,,,
5971,12/30/20 01:30:00 PM,32.418,56.0,,,,
5972,12/30/20 01:45:00 PM,32.617,320.0,,,,
5973,12/30/20 02:00:00 PM,32.418,33.0,,,,
5974,12/30/20 02:15:00 PM,32.418,92.0,,,,
5975,12/30/20 02:30:00 PM,32.418,144.0,,,,
5976,12/30/20 02:45:00 PM,32.418,33.0,,,,
5977,12/30/20 03:00:00 PM,32.418,33.0,,,,
5978,12/30/20 03:15:00 PM,32.418,240.0,,,,
5979,12/30/20 03:30:00 PM,32.617,272.0,,,,
5980,12/30/20 03:45:00 PM,32.617,224.0,,,,
5981,12/30/20 04:00:00 PM,32.418,76.0,,,,
5982,12/30/20 04:15:00 PM,32.418,90.0,,,,
5983,12/30/20 04:30:00 PM,32.418,128.0,,,,
5984,12/30/20 04:45:00 PM,32.418,32.0,,,,
5985,12/30/20 05:00:00 PM,32.418,48.0,,,,
5986,12/30/20 05:15:00 PM,32.418,15.0,,,,
5987,12/30/20 05:30:00 PM,32.418,7.0,,,,
5988,12/30/20 05:45:00 PM,32.418,3.0,,,,
5989,12/30/20 06:00:00 PM,32.418,0.0,,,,
5990,12/30/20 06:15:00 PM,32.418,0.0,,,,
5991,12/30/20 06:30:00 PM,32.418,0.0,,,,
5992,12/30/20 06:45:00 PM,32.418,0.0,,,,
5993,12/30/20 07:00:00 PM,32.418,0.0,,,,
5994,12/30/20 07:15:00 PM,32.418,0.0,,,,
5995,12/30/20 07:30:00 PM,32.418,0.0,,,,
5996,12/30/20 07:45:00 PM,32.418,0.0,,,,
5997,12/30/20 08:00:00 PM,32.418,0.0,,,,
5998,12/30/20 08:15:00 PM,32.418,0.0,,,,
5999,12/30/20 08:30:00 PM,32.418,0.0,,,,
6000,12/30/20 08:45:00 PM,32.418,0.0,,,,
6001,12/30/20 09:00:00 PM,32.418,0.0,,,,
6002,12/30/20 09:15:00 PM,32.418,0.0,,,,
6003,12/30/20 09:30:00 PM,32.418,0.0,,,,
6004,12/30/20 09:45:00 PM,32.418,0.0,,,,
6005,12/30/20 10:00:00 PM,32.418,0.0,,,,
6006,12/30/20 10:15:00 PM,32.218,0.0,,,,
6007,12/30/20 10:30:00 PM,32.018,0.0,,,,
6008,12/30/20 10:45:00 PM,31.816,0.0,,,,
6009,12/30/20 11:00:00 PM,31.617,0.0,,,,
6010,12/30/20 11:15:00 PM,31.617,0.0,,,,
6011,12/30/20 11:30:00 PM,31.415,0.0,,,,
6012,12/30/20 11:45:00 PM,31.415,0.0,,,,
6013,12/31/20 12:00:00 AM,31.213,0.0,,,,
6014,12/31/20 12:15:00 AM,31.213,0.0,,,,
6015,12/31/20 12:30:00 AM,31.213,0.0,,,,
6016,12/31/20 12:45:00 AM,31.213,0.0,,,,
6017,12/31/20 01:00:00 AM,31.213,0.0,,,,
6018,12/31/20 01:15:00 AM,31.213,0.0,,,,
6019,12/31/20 01:30:00 AM,31.213,0.0,,,,
6020,12/31/20 01:45:00 AM,31.213,0.0,,,,
6021,12/31/20 02:00:00 AM,31.213,0.0,,,,
6022,12/31/20 02:15:00 AM,31.213,0.0,,,,
6023,12/31/20 02:30:00 AM,31.213,0.0,,,,
6024,12/31/20 02:45:00 AM,31.213,0.0,,,,
6025,12/31/20 03:00:00 AM,31.213,0.0,,,,
6026,12/31/20 03:15:00 AM,31.213,0.0,,,,
6027,12/31/20 03:30:00 AM,31.213,0.0,,,,
6028,12/31/20 03:45:00 AM,31.213,0.0,,,,
6029,12/31/20 04:00:00 AM,31.213,0.0,,,,
6030,12/31/20 04:15:00 AM,31.415,0.0,,,,
6031,12/31/20 04:30:00 AM,31.415,0.0,,,,
6032,12/31/20 04:45:00 AM,31.415,0.0,,,,
6033,12/31/20 05:00:00 AM,31.415,0.0,,,,
6034,12/31/20 05:15:00 AM,31.415,0.0,,,,
6035,12/31/20 05:30:00 AM,31.415,0.0,,,,
6036,12/31/20 05:45:00 AM,31.415,0.0,,,,
6037,12/31/20 06:00:00 AM,31.415,0.0,,,,
6038,12/31/20 06:15:00 AM,31.213,0.0,,,,
6039,12/31/20 06:30:00 AM,31.213,0.0,,,,
6040,12/31/20 06:45:00 AM,31.213,0.0,,,,
6041,12/31/20 07:00:00 AM,31.012,0.0,,,,
6042,12/31/20 07:15:00 AM,31.012,0.0,,,,
6043,12/31/20 07:30:00 AM,30.808,0.0,,,,
6044,12/31/20 07:45:00 AM,30.808,0.0,,,,
6045,12/31/20 08:00:00 AM,30.808,0.0,,,,
6046,12/31/20 08:15:00 AM,30.607,0.0,,,,
6047,12/31/20 08:30:00 AM,30.607,2.0,,,,
6048,12/31/20 08:45:00 AM,30.607,4.0,,,,
6049,12/31/20 09:00:00 AM,30.403,5.0,,,,
6050,12/31/20 09:15:00 AM,30.403,10.0,,,,
6051,12/31/20 09:30:00 AM,30.403,31.0,,,,
6052,12/31/20 09:45:00 AM,30.403,36.0,,,,
6053,12/31/20 10:00:00 AM,30.607,39.0,,,,
6054,12/31/20 10:15:00 AM,30.808,43.0,,,,
6055,12/31/20 10:30:00 AM,31.012,39.0,,,,
6056,12/31/20 10:45:00 AM,31.213,152.0,,,,
6057,12/31/20 11:00:00 AM,31.617,192.0,,,,
6058,12/31/20 11:15:00 AM,32.018,136.0,,,,
6059,12/31/20 11:30:00 AM,32.218,256.0,,,,
6060,12/31/20 11:45:00 AM,32.418,304.0,,,,
6061,12/31/20 12:00:00 PM,32.418,336.0,,,,
6062,12/31/20 12:15:00 PM,32.617,288.0,,,,
6063,12/31/20 12:30:00 PM,32.418,66.0,,,,
6064,12/31/20 12:45:00 PM,32.418,144.0,,,,
6065,12/31/20 01:00:00 PM,32.418,288.0,,,,
6066,12/31/20 01:15:00 PM,32.418,118.0,,,,
6067,12/31/20 01:30:00 PM,32.418,82.0,,,,
6068,12/31/20 01:45:00 PM,32.617,464.0,,,,
6069,12/31/20 02:00:00 PM,32.418,64.0,,,,
6070,12/31/20 02:15:00 PM,32.418,108.0,,,,
6071,12/31/20 02:30:00 PM,32.617,256.0,,,,
6072,12/31/20 02:45:00 PM,32.418,62.0,,,,
6073,12/31/20 03:00:00 PM,32.418,66.0,,,,
6074,12/31/20 03:15:00 PM,32.617,384.0,,,,
6075,12/31/20 03:30:00 PM,32.617,416.0,,,,
6076,12/31/20 03:45:00 PM,32.815,368.0,,,,
6077,12/31/20 04:00:00 PM,32.617,103.0,,,,
6078,12/31/20 04:15:00 PM,32.418,114.0,,,,
6079,12/31/20 04:30:00 PM,32.418,208.0,,,,
6080,12/31/20 04:45:00 PM,32.418,55.0,,,,
6081,12/31/20 05:00:00 PM,32.617,119.0,,,,
6082,12/31/20 05:15:00 PM,32.418,23.0,,,,
6083,12/31/20 05:30:00 PM,32.418,11.0,,,,
6084,12/31/20 05:45:00 PM,32.418,4.0,,,,
6085,12/31/20 06:00:00 PM,32.418,1.0,,,,
6086,12/31/20 06:15:00 PM,32.418,0.0,,,,
6087,12/31/20 06:30:00 PM,32.418,0.0,,,,
6088,12/31/20 06:45:00 PM,32.418,0.0,,,,
6089,12/31/20 07:00:00 PM,32.418,0.0,,,,
6090,12/31/20 07:15:00 PM,32.418,0.0,,,,
6091,12/31/20 07:30:00 PM,32.418,0.0,,,,
6092,12/31/20 07:45:00 PM,32.418,0.0,,,,
6093,12/31/20 08:00:00 PM,32.418,0.0,,,,
6094,12/31/20 08:15:00 PM,32.418,0.0,,,,
6095,12/31/20 08:30:00 PM,32.218,0.0,,,,
6096,12/31/20 08:45:00 PM,32.218,0.0,,,,
6097,12/31/20 09:00:00 PM,32.018,0.0,,,,
6098,12/31/20 09:15:00 PM,31.816,0.0,,,,
6099,12/31/20 09:30:00 PM,31.617,0.0,,,,
6100,12/31/20 09:45:00 PM,31.415,0.0,,,,
6101,12/31/20 10:00:00 PM,31.213,0.0,,,,
6102,12/31/20 10:15:00 PM,31.213,0.0,,,,
6103,12/31/20 10:30:00 PM,31.012,0.0,,,,
6104,12/31/20 10:45:00 PM,31.012,0.0,,,,
6105,12/31/20 11:00:00 PM,30.808,0.0,,,,
6106,12/31/20 11:15:00 PM,30.808,0.0,,,,
6107,12/31/20 11:30:00 PM,30.808,0.0,,,,
6108,12/31/20 11:45:00 PM,30.607,0.0,,,,
6109,01/01/21 12:00:00 AM,30.607,0.0,,,,
6110,01/01/21 12:15:00 AM,30.607,0.0,,,,
6111,01/01/21 12:30:00 AM,30.403,0.0,,,,
6112,01/01/21 12:45:00 AM,30.403,0.0,,,,
6113,01/01/21 01:00:00 AM,30.403,0.0,,,,
6114,01/01/21 01:15:00 AM,30.403,0.0,,,,
6115,01/01/21 01:30:00 AM,30.198,0.0,,,,
6116,01/01/21 01:45:00 AM,30.198,0.0,,,,
6117,01/01/21 02:00:00 AM,30.198,0.0,,,,
6118,01/01/21 02:15:00 AM,29.995,0.0,,,,
6119,01/01/21 02:30:00 AM,29.995,0.0,,,,
6120,01/01/21 02:45:00 AM,29.790,0.0,,,,
6121,01/01/21 03:00:00 AM,29.790,0.0,,,,
6122,01/01/21 03:15:00 AM,29.790,0.0,,,,
6123,01/01/21 03:30:00 AM,29.790,0.0,,,,
6124,01/01/21 03:45:00 AM,29.586,0.0,,,,
6125,01/01/21 04:00:00 AM,29.586,0.0,,,,
6126,01/01/21 04:15:00 AM,29.379,0.0,,,,
6127,01/01/21 04:30:00 AM,29.379,0.0,,,,
6128,01/01/21 04:45:00 AM,29.379,0.0,,,,
6129,01/01/21 05:00:00 AM,29.174,0.0,,,,
6130,01/01/21 05:15:00 AM,29.174,0.0,,,,
6131,01/01/21 05:30:00 AM,29.174,0.0,,,,
6132,01/01/21 05:45:00 AM,29.174,0.0,,,,
6133,01/01/21 06:00:00 AM,28.969,0.0,,,,
6134,01/01/21 06:15:00 AM,28.969,0.0,,,,
6135,01/01/21 06:30:00 AM,28.969,0.0,,,,
6136,01/01/21 06:45:00 AM,28.969,0.0,,,,
6137,01/01/21 07:00:00 AM,28.969,0.0,,,,
6138,01/01/21 07:15:00 AM,28.762,0.0,,,,
6139,01/01/21 07:30:00 AM,28.762,0.0,,,,
6140,01/01/21 07:45:00 AM,28.762,0.0,,,,
6141,01/01/21 08:00:00 AM,28.762,0.0,,,,
6142,01/01/21 08:15:00 AM,28.762,2.0,,,,
6143,01/01/21 08:30:00 AM,28.555,5.0,,,,
6144,01/01/21 08:45:00 AM,28.555,7.0,,,,
6145,01/01/21 09:00:00 AM,28.555,9.0,,,,
6146,01/01/21 09:15:00 AM,28.762,17.0,,,,
6147,01/01/21 09:30:00 AM,28.762,58.0,,,,
6148,01/01/21 09:45:00 AM,29.174,68.0,,,,
6149,01/01/21 10:00:00 AM,29.379,74.0,,,,
6150,01/01/21 10:15:00 AM,29.790,80.0,,,,
6151,01/01/21 10:30:00 AM,30.198,72.0,,,,
6152,01/01/21 10:45:00 AM,30.808,272.0,,,,
6153,01/01/21 11:00:00 AM,31.415,336.0,,,,
6154,01/01/21 11:15:00 AM,32.018,336.0,,,,
6155,01/01/21 11:30:00 AM,32.218,464.0,,,,
6156,01/01/21 11:45:00 AM,32.418,480.0,,,,
6157,01/01/21 12:00:00 PM,32.617,576.0,,,,
6158,01/01/21 12:15:00 PM,32.815,512.0,,,,
6159,01/01/21 12:30:00 PM,32.617,123.0,,,,
6160,01/01/21 12:45:00 PM,32.418,144.0,,,,
6161,01/01/21 01:00:00 PM,32.617,320.0,,,,
6162,01/01/21 01:15:00 PM,32.617,200.0,,,,
6163,01/01/21 01:30:00 PM,32.418,184.0,,,,
6164,01/01/21 01:45:00 PM,33.213,992.0,,,,
6165,01/01/21 02:00:00 PM,32.617,144.0,,,,
6166,01/01/21 02:15:00 PM,32.617,232.0,,,,
6167,01/01/21 02:30:00 PM,32.617,336.0,,,,
6168,01/01/21 02:45:00 PM,32.617,272.0,,,,
6169,01/01/21 03:00:00 PM,32.617,232.0,,,,
6170,01/01/21 03:15:00 PM,32.617,288.0,,,,
6171,01/01/21 03:30:00 PM,32.815,480.0,,,,
6172,01/01/21 03:45:00 PM,32.815,384.0,,,,
6173,01/01/21 04:00:00 PM,32.617,208.0,,,,
6174,01/01/21 04:15:00 PM,32.617,232.0,,,,
6175,01/01/21 04:30:00 PM,32.617,304.0,,,,
6176,01/01/21 04:45:00 PM,32.418,94.0,,,,
6177,01/01/21 05:00:00 PM,32.418,90.0,,,,
6178,01/01/21 05:15:00 PM,32.418,55.0,,,,
6179,01/01/21 05:30:00 PM,32.418,25.0,,,,
6180,01/01/21 05:45:00 PM,32.418,9.0,,,,
6181,01/01/21 06:00:00 PM,32.418,1.0,,,,
6182,01/01/21 06:15:00 PM,32.418,0.0,,,,
6183,01/01/21 06:30:00 PM,32.418,0.0,,,,
6184,01/01/21 06:45:00 PM,32.418,0.0,,,,
6185,01/01/21 07:00:00 PM,32.418,0.0,,,,
6186,01/01/21 07:15:00 PM,32.418,0.0,,,,
6187,01/01/21 07:30:00 PM,32.418,0.0,,,,
6188,01/01/21 07:45:00 PM,32.418,0.0,,,,
6189,01/01/21 08:00:00 PM,32.418,0.0,,,,
6190,01/01/21 08:15:00 PM,32.418,0.0,,,,
6191,01/01/21 08:30:00 PM,32.418,0.0,,,,
6192,01/01/21 08:45:00 PM,32.418,0.0,,,,
6193,01/01/21 09:00:00 PM,32.418,0.0,,,,
6194,01/01/21 09:15:00 PM,32.418,0.0,,,,
6195,01/01/21 09:30:00 PM,32.418,0.0,,,,
6196,01/01/21 09:45:00 PM,32.418,0.0,,,,
6197,01/01/21 10:00:00 PM,32.218,0.0,,,,
6198,01/01/21 10:15:00 PM,32.018,0.0,,,,
6199,01/01/21 10:30:00 PM,31.816,0.0,,,,
6200,01/01/21 10:45:00 PM,31.617,0.0,,,,
6201,01/01/21 11:00:00 PM,31.415,0.0,,,,
6202,01/01/21 11:15:00 PM,31.415,0.0,,,,
6203,01/01/21 11:30:00 PM,31.213,0.0,,,,
6204,01/01/21 11:45:00 PM,31.213,0.0,,,,
6205,01/02/21 12:00:00 AM,31.012,0.0,,,,
6206,01/02/21 12:15:00 AM,31.012,0.0,,,,
6207,01/02/21 12:30:00 AM,31.012,0.0,,,,
6208,01/02/21 12:45:00 AM,31.012,0.0,,,,
6209,01/02/21 01:00:00 AM,31.012,0.0,,,,
6210,01/02/21 01:15:00 AM,31.012,0.0,,,,
6211,01/02/21 01:30:00 AM,31.012,0.0,,,,
6212,01/02/21 01:45:00 AM,31.012,0.0,,,,
6213,01/02/21 02:00:00 AM,31.012,0.0,,,,
6214,01/02/21 02:15:00 AM,31.012,0.0,,,,
